"cue","feature"
"game","physical exertion like football soccer basketball tennis baseball also can be more sedentary and intellectual like cards board games and video games generally fun to participate in and watch result of injury helps with physical fitness and wellness for all ages and backgrounds can be mental"
"game","pleasure on computer or on field interesting sometimes hard"
"game","recreational sometimes competitive"
"game","soccer board game apples to apples words with friend iPhone"
"game","something played for fun can be physical or mental used for social gatherings something taken lightly"
"game","something that you watch play"
"game","something to play entertainment football played on a board electrical system competitive activity"
"game","something to play or watch to pass time"
"game","something used to fasten something to something"
"game","associated with horses cars or roller coasters"
"game","something we play to have fun people make good money playing them"
"game","something you do for fun"
"game","something you do for fun not serious not dangerous better if done in groups"
"game","something you play against one another or by yourself there is a winner and a loser"
"game","something you play with someone or by yourself can be an electronic game board game with paces you can play a game with cards or use your imagination to play a game you can play mind games with people"
"game","sometime to be played between 2 or more people could play board games with a child or could be referring to sports"
"game","sportboardonline competitive funfamily bond"
"game","sports"
"game","sports athletics TV board games video games hunting something you do with friends competition soccer football basketball hockey technology"
"game","sports game poker game game face"
"game","sports winner/loser competition spectators and players money/contracts board games coaches can be televised what everyone wants to be good at"
"game","sportsfun"
"game","there amusing can be fun associated with competition builds teamwork sports are games the most dangerous is hunting man kills time develops skills can be strategic"
"game","used by friends and families or alone used when you want to have a good time"
"game","video game interactive entertainment make believe just for fun"
"game","video games"
"game","video games boring competition"
"game","wild animals something to play video game sports game has rules"
"game","win lose team"
"game","box pap ps2 ps3 Wii game boy fun red rover game boards"
"snake","a long cold blooded animal it slithers it's a reptile they have fangs ans scales they come in different colors and patters"
"snake","some are venomous and can kill you"
"snake","they eat their prey whole"
"snake","made up of a very strong muscle"
"snake","a nasty reptile some people have phobias of them without legs has a tongue has scales killed by people"
"snake","a reptile cold blooded sheds skin poisons or nonpoisonous slithers bites strikes hibernates can be large or small"
"snake","a reptile slithers hisses sheds skin can be venomous has fangs can constrict can be many different sizes can be harmless eat rats have scaly skin live all across the earth have beady eyes"
"snake","a reptile slithery feels scaly to the touch can be a pet eats mice and rodents can grow to be very big lives in the wild mainly some can be venomous others can be harmless cold blooded likes warmth"
"snake","a scaly slithering hissing reptile"
"snake","an animal can be dangerous bite no feet or arms"
"snake","an animal found in the forest and water can be small can be huge has scales often causes fear can be poisonous has fangs can kill people"
"snake","animal reptile no arms or legs hisses long dangerous scary"
"snake","animal reptile slimy long thin fangs dangerous can be very tiny or very huge can have poisonous fangs can kill you kind of scary sometimes kept as pets can be found outside or in jungles water snakes kill off vermin predators demonized a threat"
"snake","animal slithers comes in different colors some are poisonous venom fangs long skinny pets zoo found in different countries"
"snake","can be long or short they slither on their bellies on the ground slimy and scaly animal can be pets eat mice"
"snake","can be venomousthere are many different typesare indigenous to certain are"
"snake","elongated reptiles limbless scaly compromising venomous or nonvenomous tropical and temperate areas lay eggs swims lives in water or on land eats mice"
"snake","fear mouse jungle"
"snake","garden charmer the movie paladin"
"snake","green evil slimy stealthy quiet deadly poisonous expendable jaw long tongue"
"snake","gun dead ""oh shoot"" (oh shit)"
"snake","has venom moves by slithering has scales has fangs is dangerous some live on water some live on land sheds it's skin some are hunted smells with its tongue"
"snake","is a animal a long thin body no legs that often has a poisonous bite is a person someone who cannot be trusted"
"snake","is a reptile can be very long can be very little are similar shaped to a rope have fangs can be pointlessness are all different colors can be pets"
"snake","is a reptile has no legs slithers lays eggs has scales lives in water or land has long tongue can be poisonous"
"snake","is a reptile poisonous slithers long body eats mice ""SSS"" has fangs can swim and hides in holes"
"snake","is a reptile they have scales they are venomous they slide around they hiss they rattle they bite they are edible they are feared"
"snake","is an animal had no back bone slithers had scales sometimes eaten"
"snake","long and slimy has scales is green is black can be poisonous found in many different areas can be scary can be kept as pets slides around"
"snake","long nasty mean venomous scales tongue forked no legs crawl slither"
"snake","long no legs or feet scales reptile"
"snake","long no legs squirmy"
"snake","long reptiles venomous and non venomous cold blooded"
"snake","long slithering"
"snake","python slithery scary eats rabbits and mice"
"snake","reptile slithering thru the desert venue poisonous fast sharp teeth rattle scales"
"snake","reptile has no legs many species some verminous some not common cold-blooded scary predator slithers"
"snake","reptile intimidating exotic require heating"
"snake","reptile lives all around the world can poses venom or poison can constrict its prey has no legs and moves across terrain very slowly"
"snake","eats small mamas"
"snake","reptile long slender body has scales but feels smooth can be poisonous or harmless slithers lives in grass and under rocks eats bugs and small animals can be tiny or huge bites or constricts to kill in zoos can be pets flicking split tongue creepy eyes shed their skin seasonally"
"snake","reptile long thin no legs sometime poisonous"
"snake","reptile no legs serpent can be poisonous used as a symbol of evil several varieties"
"snake","reptile scales long tongue some are poisonous slithery long wild animals lay eggs"
"snake","reptile scales slithers no legs hissing split tongue a common fear predictor/prey"
"snake","reptile slithers scales venomous teeth rattle colors shape of head pattern live in holes snake bites"
"snake","reptilian organism"
"snake","has scaly skin elongated body no limbs fangs slit-eyes"
"snake","relies mainly on taste to navigate environments as well as thermal vision as opposed to purely optical"
"snake","can be a symbol of evil for many cultures"
"snake","some are venomous some are not"
"snake","physical properties can vary in length and weight but are typically smooth/slick"
"snake","certain snakes will either use their rattler to intimidate or warn enemies or hiss"
"snake","scaled animal lays eggs"
"snake","can be venomous"
"snake","scales sleek thin long short mice cold sneaky sly suffocate pray"
"snake","scaly cold-blooded reptile can be venomous or non-venomous fangs coils rattlesnake bite slither"
"snake","scaly slithery sometimes poisonous"
"snake","kills mice and other rodents sometimes birds"
"snake","is eaten by larger birds and other predators"
"snake","hisses slithers some can swim lives in all types of environments all different kinds of colors"
"snake","scary animal slithering long tongue venomous fangs"
"snake","scary disgusting poisonous crawling dangerous deadly kill people kill animals slimy"
"snake","scary slimy slithers bites poisonous different colors has scales"
"snake","fangs lives near ponds big or small"
"snake","serpent long body no legs scary"
"snake","skinnysmiley"
"snake","smiley grime horrific sneaky not trustworthy deceitful"
"snake","slimy coldscary fangs big "
"snake","slinky gross can be either really small or huge pythons cobra anaconda"
"snake","slither hissing rattles snake bites slimy gross eats food whole"
"snake","slithering can be green or brown can be venomous can squeeze a person to death has fangs can be small or big live in nature scaly no limbs reptile"
"snake","slithering venomous scary"
"snake","slithers an animal creepy sometimes poisonous venom snake eyes eats mice slimy no legs comes in different sizes and colors"
"snake","slithers eats food drinks water sheds has a long tongue can be pets are wild"
"snake","slithers ground animals no legs makes hissing noises"
"snake","slithers hisses slimy forked tongue scary repulsive reptilian evil"
"snake","slithers scary scales poisonous fork like tongue desert rattles eats mice"
"snake","slithery lives outdoors can be venomous"
"snake","snake is to bite poison slimy fat green scales"
"snake","snake: sinister chamber of secrets (harry potter) slither scales stripes long sneaking stealthy predator creepy forest rattle poison eat rodents stalk their prey swallow prey whole"
"snake","traitor"
"snake","ugly slithers usually long very scary lives in water and the ground eats mice gross very many different types can be harmful some are poisonous"
"snake","weird"
"snow","cold"
"snow","white"
"snow","powder"
"snow","is white"
"snow","from the sky comes in the winter"
"snow","made from precipitation"
"snow","falls"
"snow","white"
"snow","cold"
"snow","no two snowflakes are alike"
"snow","flurries"
"snow","freezes water"
