cue,feature_response
hot,"uncomfortable, sweat, sun, exercise, summer, sauna, hot tub, sand "
hot,opposite of cold 
hot,"not cool, toasty, summer, warm, sweat "
hot,"fire, leep, uncomfortable, inescapable "
hot,sun 
hot,"food straight beach, around the equator out of the oven, tamales, the sun, the "
hot,"temperature, sun, food, water "
hot,"cannot be be boiling, can be sizzling, has to be searing cold, has to have a high temperature, can "
hot,"summer, temperature, the sun, the oven, the stove, water "
hot,sweating 
hot,"warm, high temperature, spicy, peppers, "
hot,"warm, burn, fire, sting, hurt "
hot,megan fox 
hot,"a feeling, usually causes redness not cold or cool, a rise in temperature "
hot,"in temperature, in food, spicy. something that makes you sweat or not comfortable. "
hot,"high temperature, tropical, heated, blazing, humid, spicy, angry, trendy, attractive "
hot,"blazing, burning, on fire, "
hot,"burning, warm "
hot,"temperature is sauna, sweat high, blister, sun burn, hot tub, water, sun, "
hot,"scorching, burning, sun sweat, sizzling "
hot,"sun, lake, swimsuits, stove, food, tan, outside, playing, exercise "
home,"where the heart is, family, happy, comfortable. "
home,"place of residence, where the heart is, family, possessions "
home,house family warmth 
home,"is where belongings, found in neighborhoods, has character, holds a family, contains people love, found throughout the world lives, provides shelter, has a roof, contains "
home,"nest, safety, shelter, mortgage, family, protection, privacy, personal "
home,"comfort, family, security, house, furniture, "
home,"safe, warm, such as wood, concrete, and brick, strong, personal, protection from family, environment. building, small, large, made of different materials "
home,"abode, house, family, warm "
home,"where the heart is, family, montana, "
home,family 
home,bed 
home,where you live where your family is where you sleep 
home,family  comfort  good food 
home,place to live 
home,sweet home  house  shelter  comfort  parents  saftey 
home,family  a place to live  house  parents  couples  where the heart is  a safe place to go  love. 
home,where you live  where your family lives  anywhere you feel comfortable 
home,living  family  rooms 
home,were you live 
home,where you live  family 
home,place where person lives 
home,domain 
home,relaxing 
home,place of living  residence  property 
home,safety. security. comfort. happiness. 
home,family  house  heart is 
home,house 
home,the place of original living 
home,made of wood  made of nails  made of windows  houses happiness  is comforting 
home,where you live  where your from  where your family is. 
home,comfort  where the heart is  safety 
home,comfy  close 
home,cozy  happy 
home,smells  food  bed  comfort  mom 
home,texas  love  family  mother  father  sister  borther  friends 
home,to establish 
home,provides shelter  people grow up in them  has resale value 
home,comfy. safe. st.louis. your own. sweet. normal. well known. mom and dad. family. brick. wood. siding. roof. windows. 
home,family  where you live 
home,a plave to live 
home,house  place for living  family  friends  comfort 
home,cozy  st. louis  golf course 
home,to live in 
home,house  family  love 
home,family  safe  bed  happy  car 
home,wonderful  comfortable 
home,a place where you sleep and devote most of your time 
home,bed  comfort  family 
home,where your heart is  family  warmth 
home,heart  comfort  family 
home,warm  family 
home,apartment 
home,comfortable  smells good  lovable  busy  loud  upbeat  fun  entertaining  
home,where the heart is  a place where you live 
home,place where your family lives  peaceful  safe  where you go after work 
home,house  walls  roof 
home,house  family  warm  friendly  welcoming 
home,where one lives and/or grew up 
home,family  bed 
home,where the heart is 
home,place of living  can be in another state  where the heart is 
home,where your family is  place you go to for comfort 
home,on a street  safety from storms  family enviornment 
home,comfort  family  memories 
home,where you live  somewhere that is comfortable 
home,a place that will always be welcoming  warmth  comfort  stability 
home,living  house  place to go to  beautiful  comfortable 
home,warm  comfortable  bored  relax  sleep  family  own room  bed  furniture  dog  pets  carpet  wood  fire place  basement  doors  couch  bathroom  curtains  floor  sink  fridge 
home,house  relaxing  a get away  stress reliever 
home,front door  family  windows 
holiday,vacation holiday leisure time away from work devoted to rest or pleasure 
holiday,not a working day 
holiday,vacation day of rest celebration 
holiday,leave days 
holiday,vaccation leisure time 
holiday,vacation;national holiday;break;leave; 
holiday,weekend christmas holidays would love to be on a holiday. 
holiday,a day when one does not have to work. 
holiday,any day of exemption from work 
holiday,described as a special calendar event 
holiday,is day that great peoples birthday rest day spiritual day 
holiday,a holiday is a day designated as having special significance for which individuals a government or a religious group have deemed that observance is warranted. 
holiday,sunday is a holiday 
holiday,a day when one does not have to work monday is a holiday i am taking two days holiday in june 
holiday,ia vacation day for rest day on which we don't work is a leave 
holiday,vacation 
holiday,a break from work/a time for relaxation and fun 
holiday,a day of freedom from labor day set aside for leisure and recreation.to take a vacation feast day legal holiday holy day red letter day weekend time off leave day off 
holiday,vacation break celebration festival 
holiday,a camping/skiing holiday 
holiday,no work off 
holiday,being on a vacation period of liesure. 
holiday,vacation independent free 
holiday,holidaymaker holiday resort holiday season 
holiday,1 an extended period of recreation especially away from home. 2 a day of festivity or recreation when no work is done. 3 [with modifier] a short period during which the payment of instalments tax etc. may be suspended. 
holiday,which is declared as non working day 
holiday,vacation leisure time no work to do xmas holidays etc 
holiday,not working day allowed by government no office at that day 
holiday,anniversary celebration vacation festival liberty recess break. 
holiday,thanksgiving christmas vacations trips cruise family gifts money 
holiday,holiday - a particular day taken for special reason or rest. a weekly holiday from after six days work. a religious day. 
holiday,sunday enjoyment sleeping late movies & fun 
holiday,a period of leisure or recreation 
holiday,a day free from work that one may spend at leisure especially a day on which custom or the law dictates a halting of general business activity to commemorate or celebrate a particular event. 
holiday,enjoy 
holiday,holiday: a day of festivity or recreation when no work is done. 
holiday,vaccation spot sunday shopping movie. 
holiday,non working day festival holiday sunday offices are off people enjoy holiday... 
holiday,leave sunday festival enjoy picnic rest no work relax 
holiday,a day fixed by law or custom on which ordinary business is suspended in commemoration of some event or in honor of some person. 
holiday,festive celebrate decorate traditions off work vacation 
holiday,eisure time away from work devoted to rest or pleasure 
holiday,"holiday:is any day of exemption from work holiday sayings holiday greetings 
quotes. "
holiday,fun and frolic time to relax time to rejuvenate time to refresh time to spend time with family strengthens relationships. 
holiday,a day free from work 
holiday,festival celebration public holiday 
holiday,vacation tour and sightseeing relaxation non working day rest resort office shut down. 
holiday,holiday is the most joyful movement 
holiday,an official day which you donot have to go to work or school 
holiday,vacation celebration time off work fun trip change of scenery a special time restfull time  
hill,a good place to fight from higher ground green sunny adventuresome play you run on them jack fell down one houses are built on them windy a fine place to get married 
hill,exercise 
hill,a physical characteristic in geography not flat land that goes up then down are found all over the planet 
hill,hill: is a geograpic structure not as big as a mountin can be large or small different places can have a lot or none 
hill,is an upwards slope that comes to a peak then slopes back down the other way and vice versa can be rather small or rather large. 
hill,a mound of land most likely covered in grass a slope covered in snow for sledding 
hill,is a raised patch of land is rounded at the top is shorter than a mountain 
